,city,date,fare,ride_id,driver_count,type,,,,,,,
1270,South Phillip,3/23/2018 16:36,40.07,2.31E+12,38,Urban,,,,,,,
1271,West Angela,2/22/2018 4:05,23.09,5.99E+12,48,Urban,,,,,,,
1272,Erikaland,4/25/2018 11:18,34.05,5.67E+12,37,Urban,,,,,,,
1273,Loganberg,4/23/2018 9:19,32.4,2.45E+12,23,Urban,,,,,,,
1274,West Heidi,1/1/2018 5:23,10.75,6.57E+12,28,Urban,,,,,,,
1275,South Michelleport,1/27/2018 13:10,30.16,3.95E+12,72,Urban,,,,,,,
1276,Christopherfurt,3/15/2018 10:22,34.09,1.26E+12,41,Urban,,,,,,,
1277,North Markport,4/6/2018 2:16,18.15,7.27E+12,22,Urban,,,,,,,
1278,West Anthony,2/10/2018 9:16,38.54,8.95E+12,70,Urban,,,,,,,
1279,South Phillip,4/16/2018 22:02,24.63,7.86E+12,38,Urban,,,,,,,
1280,South Phillip,1/7/2018 2:17,6.54,1.98E+11,38,Urban,,,,,,,
1281,Williamsview,3/2/2018 22:23,25.15,5.05E+12,46,Urban,,,,,,,
1282,Port Frank,1/5/2018 18:22,35.35,1.92E+12,23,Urban,,,,,,,
1283,West Angela,3/18/2018 15:57,13.06,7.21E+12,48,Urban,,,,,,,
1284,Liumouth,4/14/2018 14:58,25.28,7.89E+12,69,Urban,,,,,,,
1285,Port Frank,5/3/2018 20:22,21.11,9.06E+12,23,Urban,,,,,,,
1286,Jerryton,3/4/2018 14:14,22.91,3.50E+12,64,Urban,,,,,,,
1287,Richardfort,3/6/2018 12:53,8.28,5.13E+12,38,Urban,,,,,,,
1288,Lake Danielberg,1/14/2018 22:04,24.14,7.96E+12,19,Urban,,,,,,,
1289,South Evanton,1/17/2018 2:00,34.55,3.37E+12,11,Urban,,,,,,,
1290,Williamsview,1/25/2018 0:47,41.17,4.84E+12,46,Urban,,,,,,,
1291,South Jack,1/29/2018 20:13,43.12,6.05E+12,46,Urban,,,,,,,
1292,Justinberg,2/13/2018 23:56,10.18,3.14E+12,39,Urban,,,,,,,
1293,Liumouth,4/29/2018 6:57,23.99,8.19E+11,69,Urban,,,,,,,
1294,South Jack,1/9/2018 20:31,21.13,6.06E+12,46,Urban,,,,,,,
1295,South Michelleport,3/29/2018 8:33,11.06,9.98E+12,72,Urban,,,,,,,
1296,Hurleymouth,2/23/2018 1:34,31.97,1.99E+12,36,Urban,,,,,,,
1297,West Samuelburgh,2/22/2018 22:11,17.35,3.94E+12,73,Urban,,,,,,,
1298,North Barbara,4/9/2018 17:12,6.68,2.54E+12,18,Urban,,,,,,,
1299,Royland,1/20/2018 12:13,6.66,4.29E+12,64,Urban,,,,,,,
1300,Lake Scottton,4/8/2018 11:19,44.03,9.05E+12,58,Urban,,,,,,,
1301,Raymondhaven,4/30/2018 19:54,29.84,7.63E+12,11,Urban,,,,,,,
1302,Lake Scottton,5/8/2018 13:10,18.04,5.62E+12,58,Urban,,,,,,,
1303,Martinezhaven,5/7/2018 5:55,6.89,3.27E+12,25,Urban,,,,,,,
1304,Lake Scottton,2/8/2018 17:29,34.95,7.93E+12,58,Urban,,,,,,,
1305,Richardfort,2/5/2018 16:12,42.22,4.05E+12,38,Urban,,,,,,,
1306,West Josephberg,4/11/2018 3:53,18.65,6.03E+12,45,Urban,,,,,,,
1307,New Paulville,3/5/2018 15:43,23.75,9.56E+12,44,Urban,,,,,,,
1308,South Phillip,5/7/2018 2:52,36.51,2.37E+12,38,Urban,,,,,,,
1309,South Karenland,3/22/2018 4:17,15.54,1.31E+12,4,Urban,,,,,,,
1310,Valentineton,1/22/2018 2:15,17.74,6.35E+12,45,Urban,,,,,,,
1311,South Evanton,5/7/2018 12:30,34.03,3.18E+12,11,Urban,,,,,,,
1312,Pattyland,4/19/2018 12:57,4.55,6.86E+12,59,Urban,,,,,,,
1313,Port Samanthamouth,3/15/2018 9:03,5.62,6.91E+12,57,Urban,,,,,,,
1314,East Kaylahaven,1/11/2018 10:41,8.02,9.78E+12,65,Urban,,,,,,,
1315,North Madeline,2/27/2018 11:42,36.87,9.53E+12,19,Urban,,,,,,,
1316,Richardfort,4/4/2018 15:04,16.35,6.08E+12,38,Urban,,,,,,,
1317,South Michelleport,2/11/2018 8:12,28.03,3.13E+12,72,Urban,,,,,,,
1318,Port Johnbury,1/21/2018 5:10,32.68,2.77E+11,3,Urban,,,,,,,
1319,Liumouth,1/18/2018 15:26,20.68,9.85E+11,69,Urban,,,,,,,
1320,South Evanton,4/8/2018 1:01,5.62,1.34E+12,11,Urban,,,,,,,
1321,Richardfort,3/5/2018 16:00,4.85,3.29E+12,38,Urban,,,,,,,
1322,New Jacobville,2/7/2018 11:07,26.09,3.52E+12,50,Urban,,,,,,,
1323,East Kaylahaven,2/4/2018 2:25,38.13,2.89E+12,65,Urban,,,,,,,
1324,Williamsstad,1/20/2018 18:47,18.79,5.02E+12,59,Urban,,,,,,,
1325,Lake Jonathanshire,4/11/2018 19:49,25.92,8.53E+12,5,Urban,,,,,,,
1326,Port Samanthamouth,4/25/2018 3:29,9.44,4.79E+12,57,Urban,,,,,,,
1327,South Karenland,3/30/2018 1:56,20.21,2.90E+12,4,Urban,,,,,,,
1328,West Christopherberg,3/10/2018 22:42,7.98,5.73E+12,32,Urban,,,,,,,
1329,Lake Scottton,3/29/2018 13:33,35.36,3.71E+12,58,Urban,,,,,,,
1330,East Kaylahaven,1/24/2018 16:52,31.4,7.43E+12,65,Urban,,,,,,,
1331,Raymondhaven,4/4/2018 6:46,41.45,2.89E+12,11,Urban,,,,,,,
1332,Port Frank,3/19/2018 15:21,22.63,9.91E+12,23,Urban,,,,,,,
1333,New Paulville,4/24/2018 2:25,13.32,8.56E+12,44,Urban,,,,,,,
1334,Karenberg,4/30/2018 21:38,5.7,7.64E+12,22,Urban,,,,,,,
1335,Barajasview,3/24/2018 6:34,12.24,7.67E+11,26,Urban,,,,,,,
1336,North Jason,2/10/2018 6:34,25.36,8.59E+12,6,Urban,,,,,,,
1337,Barajasview,4/18/2018 8:44,12.35,6.12E+12,26,Urban,,,,,,,
1338,New Kimberlyborough,4/3/2018 20:23,33.74,6.33E+12,33,Urban,,,,,,,
1339,West Samuelburgh,1/31/2018 17:10,9.67,8.85E+12,73,Urban,,,,,,,
1340,West Heidi,3/21/2018 0:26,9.06,6.62E+12,28,Urban,,,,,,,
1341,Port Frank,1/16/2018 22:42,11.97,8.71E+12,23,Urban,,,,,,,
1342,West Samuelburgh,4/8/2018 12:38,14.52,2.48E+12,73,Urban,,,,,,,
1343,West Gabriel,5/1/2018 4:34,8.67,4.26E+11,57,Urban,,,,,,,
1344,Loganberg,4/18/2018 11:16,16.36,4.73E+12,23,Urban,,,,,,,
1345,West Josephberg,5/7/2018 10:11,29.66,2.62E+11,45,Urban,,,,,,,
1346,South Michelleport,2/2/2018 11:56,12.77,1.41E+12,72,Urban,,,,,,,
1347,Christopherfurt,4/14/2018 3:24,39.91,2.53E+11,41,Urban,,,,,,,
1348,Justinberg,4/14/2018 23:08,7.75,8.86E+12,39,Urban,,,,,,,
1349,South Michelleport,3/12/2018 9:06,25.1,7.11E+12,72,Urban,,,,,,,
1350,West Angela,4/10/2018 17:06,31.03,3.52E+12,48,Urban,,,,,,,
1351,South Karenland,2/2/2018 14:50,10.54,4.51E+12,4,Urban,,,,,,,
1352,Carriemouth,5/4/2018 10:28,41.54,1.10E+12,52,Urban,,,,,,,
1353,Pattyland,1/9/2018 8:20,41.04,3.53E+12,59,Urban,,,,,,,
1354,West Samuelburgh,3/4/2018 12:38,28.18,9.68E+12,73,Urban,,,,,,,
1355,North Barbara,2/3/2018 23:57,11.54,5.81E+12,18,Urban,,,,,,,
1356,Jerryton,2/20/2018 18:45,28.24,4.15E+12,64,Urban,,,,,,,
1357,Leahton,3/6/2018 20:26,14.87,3.84E+12,17,Urban,,,,,,,
1358,North Jasmine,2/6/2018 19:23,9.12,3.93E+12,33,Urban,,,,,,,
1359,South Karenland,1/3/2018 6:18,39.16,5.49E+12,4,Urban,,,,,,,
1360,Grahamburgh,3/19/2018 14:30,33.14,4.38E+12,61,Urban,,,,,,,
1361,West Robert,3/29/2018 4:22,17.53,8.34E+12,39,Urban,,,,,,,
1362,Williamsview,2/18/2018 2:31,18.75,4.15E+12,46,Urban,,,,,,,
1363,Barajasview,1/4/2018 9:32,12.25,1.66E+12,26,Urban,,,,,,,
1364,Williamsview,1/1/2018 14:40,5.42,5.68E+12,46,Urban,,,,,,,
1365,West Ericstad,2/5/2018 15:30,30.89,2.46E+12,25,Urban,,,,,,,
1366,Lake Danielberg,1/5/2018 17:44,28.79,9.79E+12,19,Urban,,,,,,,
1367,Barajasview,3/29/2018 1:02,29.55,3.84E+12,26,Urban,,,,,,,
1368,Liumouth,3/3/2018 5:13,26.6,4.28E+12,69,Urban,,,,,,,
1369,West Patrickchester,3/6/2018 0:02,31.33,2.57E+12,25,Urban,,,,,,,
1370,Lake Scottton,1/13/2018 13:34,24.81,3.96E+11,58,Urban,,,,,,,
1371,Liumouth,1/4/2018 21:06,34.77,8.50E+12,69,Urban,,,,,,,
1372,Williamsstad,1/3/2018 10:03,17.16,28294640252,59,Urban,,,,,,,
1373,Lake Danielberg,2/4/2018 17:32,24.49,8.60E+11,19,Urban,,,,,,,
1374,Justinberg,2/28/2018 21:39,14.4,1.13E+12,39,Urban,,,,,,,
1375,Jerryton,3/7/2018 5:24,15.82,8.11E+12,64,Urban,,,,,,,
1376,New Jacobville,3/12/2018 14:47,28.12,3.35E+12,50,Urban,,,,,,,
1377,Loganberg,1/3/2018 6:49,34.42,2.38E+11,23,Urban,,,,,,,
1378,West Patrickchester,3/2/2018 20:29,25.28,8.92E+12,25,Urban,,,,,,,
1379,South Evanton,1/2/2018 6:55,16.96,9.41E+12,11,Urban,,,,,,,
1380,North Markport,5/4/2018 15:30,28.93,1.47E+12,22,Urban,,,,,,,
1381,Port Angela,4/2/2018 22:13,25.84,8.02E+12,67,Urban,,,,,,,
1382,Richardfort,4/14/2018 11:56,43.01,7.64E+12,38,Urban,,,,,,,
1383,Rogerston,1/27/2018 19:45,13.4,9.76E+12,25,Urban,,,,,,,
1384,East Kaylahaven,2/11/2018 21:07,4.75,9.78E+12,65,Urban,,,,,,,
1385,Raymondhaven,2/28/2018 5:23,21.78,1.85E+12,11,Urban,,,,,,,
1386,Loganberg,2/20/2018 9:42,41.16,4.36E+12,23,Urban,,,,,,,
1387,South Jack,2/17/2018 9:55,18.08,3.67E+12,46,Urban,,,,,,,
1388,West Ericstad,5/5/2018 0:44,7.76,8.38E+12,25,Urban,,,,,,,
1389,Port Frank,2/21/2018 18:44,19.81,2.19E+12,23,Urban,,,,,,,
1390,Simpsonburgh,1/23/2018 20:35,39.95,1.11E+12,21,Urban,,,,,,,
1391,Simpsonburgh,1/8/2018 5:59,13.01,9.41E+12,21,Urban,,,,,,,
1392,South Evanton,2/8/2018 18:08,38.21,56240519093,11,Urban,,,,,,,
1393,Loganberg,3/30/2018 21:22,40.8,3.17E+12,23,Urban,,,,,,,
1394,New Paulville,3/8/2018 15:08,18.35,3.74E+12,44,Urban,,,,,,,
1395,East Kaylahaven,4/30/2018 8:22,37.41,1.76E+12,65,Urban,,,,,,,
1396,West Gabriel,1/31/2018 2:31,6.8,1.04E+12,57,Urban,,,,,,,
1397,South Phillip,3/15/2018 8:24,22.28,6.02E+12,38,Urban,,,,,,,
1398,Richardfort,1/21/2018 23:20,10.91,3.57E+12,38,Urban,,,,,,,
1399,Williamsview,3/22/2018 22:31,15.85,8.55E+12,46,Urban,,,,,,,
1400,West Patrickchester,2/16/2018 2:15,12.15,9.18E+12,25,Urban,,,,,,,
1401,North Jason,5/7/2018 20:05,24.2,3.92E+12,6,Urban,,,,,,,
1402,Karenberg,4/13/2018 5:14,23.73,4.06E+11,22,Urban,,,,,,,
1403,East Kaylahaven,3/24/2018 13:53,32.21,6.71E+12,65,Urban,,,,,,,
1404,Lake Jonathanshire,4/9/2018 21:41,15.96,5.77E+11,5,Urban,,,,,,,
1405,Williamsstad,3/12/2018 11:08,13.79,5.77E+12,59,Urban,,,,,,,
1406,Deanville,1/28/2018 3:13,31.65,6.50E+11,49,Urban,,,,,,,
1407,South Latoya,2/25/2018 23:06,25.87,4.91E+12,10,Urban,,,,,,,
1408,South Karenland,2/26/2018 13:01,38.05,4.45E+11,4,Urban,,,,,,,
1409,Justinberg,1/27/2018 7:35,28.41,3.49E+12,39,Urban,,,,,,,
1410,South Michelleport,4/21/2018 15:29,36.47,3.39E+12,72,Urban,,,,,,,
1411,Lake Jonathanshire,1/16/2018 9:27,26.27,3.27E+12,5,Urban,,,,,,,
1412,Jerryton,3/25/2018 12:14,9.64,9.48E+12,64,Urban,,,,,,,
1413,Grahamburgh,2/23/2018 14:58,41.98,3.69E+12,61,Urban,,,,,,,
1414,South Karenland,2/26/2018 20:40,35.61,8.41E+12,4,Urban,,,,,,,
1415,Johnton,4/29/2018 7:50,17.89,1.27E+12,27,Urban,,,,,,,
1416,Justinberg,1/24/2018 19:32,38.79,1.69E+12,39,Urban,,,,,,,
1417,Grahamburgh,2/2/2018 3:52,22.53,6.58E+12,61,Urban,,,,,,,
1418,North Markport,1/17/2018 11:37,8.68,9.30E+11,22,Urban,,,,,,,
1419,Port Samanthamouth,1/1/2018 21:04,11.71,1.85E+12,57,Urban,,,,,,,
1420,West Angela,4/11/2018 6:59,29.06,7.14E+11,48,Urban,,,,,,,
1421,Port David,3/3/2018 11:38,13.41,6.41E+12,7,Urban,,,,,,,
1422,Christopherfurt,2/23/2018 8:31,15.61,8.30E+12,41,Urban,,,,,,,
1423,Lake Scottton,2/27/2018 7:09,9.43,8.17E+12,58,Urban,,,,,,,
1424,Valentineton,1/3/2018 5:56,37.4,4.18E+12,45,Urban,,,,,,,
1425,Jerryton,2/19/2018 13:59,21.27,2.52E+12,64,Urban,,,,,,,
1426,Reynoldsfurt,3/21/2018 17:25,11.97,9.41E+12,67,Urban,,,,,,,
1427,Hurleymouth,2/24/2018 15:39,8.33,2.05E+12,36,Urban,,,,,,,
1428,South Latoya,3/13/2018 1:15,16.01,2.76E+12,10,Urban,,,,,,,
1429,North Jasmine,3/21/2018 18:31,39.02,7.93E+12,33,Urban,,,,,,,
1430,Richardfort,3/16/2018 23:00,21.39,2.37E+11,38,Urban,,,,,,,
1431,Roberthaven,5/3/2018 5:43,42.15,2.59E+12,47,Urban,,,,,,,
1432,South Michelleport,1/5/2018 5:57,39.9,6.11E+12,72,Urban,,,,,,,
1433,Port Johnbury,1/15/2018 18:45,40.32,2.12E+12,3,Urban,,,,,,,
1434,Loganberg,1/31/2018 15:03,20.36,1.82E+12,23,Urban,,,,,,,
1435,Robertport,4/30/2018 23:36,14.81,1.47E+12,12,Urban,,,,,,,
1436,South Michelleport,2/27/2018 2:00,10.4,6.48E+12,72,Urban,,,,,,,
1437,New Jacobville,3/3/2018 5:28,41.39,3.09E+12,50,Urban,,,,,,,
1438,Martinezhaven,4/12/2018 6:49,11.55,9.31E+12,25,Urban,,,,,,,
1439,West Gabriel,4/8/2018 21:34,13.31,8.63E+12,57,Urban,,,,,,,
1440,South Jack,4/10/2018 1:23,29.97,6.13E+12,46,Urban,,,,,,,
1441,New Paulville,1/5/2018 8:35,21.57,3.71E+12,44,Urban,,,,,,,
1442,Royland,1/11/2018 9:50,18.42,5.58E+12,64,Urban,,,,,,,
1443,Roberthaven,1/15/2018 21:25,30.42,5.91E+12,47,Urban,,,,,,,
1444,Justinberg,3/12/2018 16:33,24.41,3.09E+12,39,Urban,,,,,,,
1445,West Angela,2/21/2018 8:28,40.55,1.83E+12,48,Urban,,,,,,,
1446,North Madeline,1/30/2018 18:20,16.5,8.65E+12,19,Urban,,,,,,,
1447,Port Angela,2/3/2018 6:01,6.42,9.47E+12,67,Urban,,,,,,,
1448,North Jason,3/30/2018 6:31,12.04,6.62E+12,6,Urban,,,,,,,
1449,West Patrickchester,4/18/2018 11:41,29.12,8.01E+12,25,Urban,,,,,,,
1450,North Jason,3/27/2018 19:19,30.66,3.37E+12,6,Urban,,,,,,,
1451,West Anthony,2/3/2018 18:24,19.66,2.91E+12,70,Urban,,,,,,,
1452,Liumouth,4/29/2018 19:55,32.1,2.70E+12,69,Urban,,,,,,,
1453,Martinezhaven,4/13/2018 19:46,40.2,8.86E+12,25,Urban,,,,,,,
1454,West Josephberg,1/12/2018 12:45,5.77,5.09E+12,45,Urban,,,,,,,
1455,Simpsonburgh,1/5/2018 16:36,39.44,2.52E+11,21,Urban,,,,,,,
1456,New Paulville,1/5/2018 17:16,44.68,3.08E+12,44,Urban,,,,,,,
1457,Christopherfurt,2/4/2018 12:11,41.12,8.08E+11,41,Urban,,,,,,,
1458,Johnton,3/15/2018 21:16,30.27,1.60E+12,27,Urban,,,,,,,
1459,South Jack,2/6/2018 12:17,7.71,6.33E+12,46,Urban,,,,,,,
1460,Joneschester,3/28/2018 7:41,7.56,4.61E+12,39,Urban,,,,,,,
1461,Lake Danielberg,2/23/2018 13:51,9.25,8.30E+12,19,Urban,,,,,,,
1462,Port Frank,1/18/2018 11:45,19.98,4.49E+12,23,Urban,,,,,,,
1463,Lake Jonathanshire,1/21/2018 12:12,37.25,2.97E+12,5,Urban,,,,,,,
1464,Rogerston,3/7/2018 12:09,27.26,9.45E+12,25,Urban,,,,,,,
1465,South Karenland,1/2/2018 21:27,19.57,7.27E+12,4,Urban,,,,,,,
1466,West Gabriel,1/15/2018 18:25,11.71,3.84E+12,57,Urban,,,,,,,
1467,West Gabriel,1/12/2018 16:34,31.98,2.99E+12,57,Urban,,,,,,,
1468,Robertport,3/17/2018 22:50,14.61,8.50E+12,12,Urban,,,,,,,
1469,West Christopherberg,4/3/2018 12:01,33.03,1.48E+12,32,Urban,,,,,,,
1470,Lake Scottton,4/2/2018 21:10,43.2,3.93E+12,58,Urban,,,,,,,
1471,West Christopherberg,2/7/2018 1:24,10.91,3.73E+12,32,Urban,,,,,,,
1472,West Anthony,4/18/2018 8:11,11.2,3.22E+12,70,Urban,,,,,,,
1473,Robertport,4/16/2018 9:48,36.11,5.89E+12,12,Urban,,,,,,,
1474,Erikaland,3/27/2018 8:27,26.25,4.81E+12,37,Urban,,,,,,,
1475,Williamsview,1/17/2018 4:00,32.29,7.45E+12,46,Urban,,,,,,,
1476,West Robert,1/30/2018 11:32,43.02,7.20E+12,39,Urban,,,,,,,
1477,Hurleymouth,2/6/2018 0:10,32.93,4.14E+12,36,Urban,,,,,,,
1478,New Paulton,2/21/2018 2:37,27.56,3.95E+12,44,Urban,,,,,,,
1479,Deanville,1/7/2018 19:34,21.5,9.42E+12,49,Urban,,,,,,,
1480,Karenside,1/12/2018 1:28,37.73,1.87E+12,5,Urban,,,,,,,
1481,New Paulton,3/12/2018 13:53,38.26,79314274773,44,Urban,,,,,,,
1482,Port Samanthamouth,4/9/2018 20:55,24.99,6.74E+12,57,Urban,,,,,,,
1483,South Phillip,5/3/2018 11:43,8.3,8.58E+12,38,Urban,,,,,,,
1484,Lake Danielberg,2/6/2018 4:11,29.96,2.33E+12,19,Urban,,,,,,,
1485,Martinezhaven,2/6/2018 10:58,40.29,4.67E+12,25,Urban,,,,,,,
1486,Pattyland,4/12/2018 11:58,28.65,6.92E+12,59,Urban,,,,,,,
1487,Port Johnbury,2/5/2018 16:04,7.44,3.01E+12,3,Urban,,,,,,,
1488,Richardfort,3/22/2018 4:41,16.35,5.93E+12,38,Urban,,,,,,,
1489,Valentineton,2/17/2018 19:23,37.19,5.02E+12,45,Urban,,,,,,,
1490,Rodneyfort,4/19/2018 9:46,35.79,9.92E+12,34,Urban,,,,,,,
1491,West Christopherberg,4/19/2018 4:53,22.86,9.75E+12,32,Urban,,,,,,,
1492,Valentineton,3/8/2018 7:57,43.59,5.86E+12,45,Urban,,,,,,,
1493,New Jacobville,2/21/2018 8:59,40.05,3.02E+12,50,Urban,,,,,,,
1494,Joneschester,5/5/2018 2:00,21.74,2.73E+12,39,Urban,,,,,,,
1495,Johnton,1/14/2018 10:53,19.68,8.53E+12,27,Urban,,,,,,,
1496,West Heidi,1/29/2018 8:17,38.68,4.82E+12,28,Urban,,,,,,,
1497,West Christopherberg,4/11/2018 14:46,4.88,7.74E+12,32,Urban,,,,,,,
1498,West Angela,3/17/2018 9:42,23.45,7.77E+12,48,Urban,,,,,,,
1499,South Evanton,1/9/2018 15:10,40.73,6.53E+12,11,Urban,,,,,,,
1500,West Gabriel,1/23/2018 5:22,40.17,9.16E+12,57,Urban,,,,,,,
1501,Carriemouth,4/5/2018 2:03,38.17,8.16E+12,52,Urban,,,,,,,
1502,West Ericstad,3/18/2018 15:28,23.62,6.21E+12,25,Urban,,,,,,,
1503,North Jasmine,4/22/2018 15:53,6.49,1.62E+12,33,Urban,,,,,,,
1504,Martinezhaven,4/30/2018 0:42,36.07,1.52E+12,25,Urban,,,,,,,
1505,West Gabriel,2/17/2018 7:39,17.03,4.39E+12,57,Urban,,,,,,,
1506,Liumouth,3/6/2018 4:42,37.4,6.02E+11,69,Urban,,,,,,,
1507,Roberthaven,5/2/2018 21:36,21.8,3.46E+12,47,Urban,,,,,,,
1508,West Angela,2/21/2018 12:29,27.68,7.92E+11,48,Urban,,,,,,,
1509,West Robert,2/1/2018 11:37,30.94,2.18E+11,39,Urban,,,,,,,
1510,Carriemouth,4/27/2018 20:41,8.28,4.52E+11,52,Urban,,,,,,,
1511,North Jason,1/8/2018 23:32,10.74,1.78E+12,6,Urban,,,,,,,
1512,West Angela,4/13/2018 21:50,28.75,3.70E+12,48,Urban,,,,,,,
1513,Reynoldsfurt,2/3/2018 10:14,6.34,5.56E+12,67,Urban,,,,,,,
1514,Lake Jonathanshire,4/11/2018 21:32,22.48,3.51E+12,5,Urban,,,,,,,
1515,New Kimberlyborough,2/5/2018 11:23,18.02,3.98E+12,33,Urban,,,,,,,
1516,Jerryton,3/23/2018 8:27,37.89,4.28E+12,64,Urban,,,,,,,
1517,Joneschester,3/4/2018 18:00,41.65,9.83E+12,39,Urban,,,,,,,
1518,Lake Jonathanshire,2/16/2018 1:49,17.58,3.64E+12,5,Urban,,,,,,,
1519,Richardfort,1/3/2018 1:06,5.32,3.27E+12,38,Urban,,,,,,,
1520,Deanville,1/29/2018 21:11,25.39,9.62E+12,49,Urban,,,,,,,
1521,Richardfort,3/29/2018 15:16,37.76,4.80E+12,38,Urban,,,,,,,
1522,Royland,3/23/2018 12:21,13.7,8.51E+12,64,Urban,,,,,,,
1523,Jerryton,4/20/2018 18:57,29.84,8.13E+12,64,Urban,,,,,,,
1524,Lake Jonathanshire,1/17/2018 13:15,28.42,6.54E+12,5,Urban,,,,,,,
1525,Karenberg,4/24/2018 12:57,34.67,7.00E+12,22,Urban,,,,,,,
1526,Joneschester,2/17/2018 10:04,10.52,3.38E+12,39,Urban,,,,,,,
1527,Rogerston,2/27/2018 3:58,27.4,6.54E+12,25,Urban,,,,,,,
1528,North Jason,1/11/2018 5:08,19.64,6.88E+12,6,Urban,,,,,,,
1529,Reynoldsfurt,4/11/2018 23:49,38.35,6.52E+12,67,Urban,,,,,,,
1530,Rogerston,1/26/2018 14:42,11.13,9.12E+12,25,Urban,,,,,,,
1531,Grahamburgh,3/11/2018 8:09,34.53,1.67E+12,61,Urban,,,,,,,
1532,Lake Jonathanshire,1/21/2018 9:48,22.36,2.52E+12,5,Urban,,,,,,,
1533,Lake Danielberg,3/5/2018 23:23,44.77,9.04E+11,19,Urban,,,,,,,
1534,Liumouth,1/30/2018 8:51,22.9,2.85E+12,69,Urban,,,,,,,
1535,West Gabriel,1/28/2018 22:22,5.58,8.44E+12,57,Urban,,,,,,,
1536,North Jason,1/24/2018 1:46,40.15,6.72E+12,6,Urban,,,,,,,
1537,West Robert,3/16/2018 16:27,42.89,3.37E+12,39,Urban,,,,,,,
1538,Huntermouth,1/24/2018 17:07,42.36,2.88E+12,37,Urban,,,,,,,
1539,Karenside,1/17/2018 12:18,11.6,2.90E+12,5,Urban,,,,,,,
1540,Karenberg,2/19/2018 16:11,12.25,3.87E+12,22,Urban,,,,,,,
1541,Amandaburgh,1/29/2018 23:28,41.06,4.30E+12,12,Urban,,,,,,,
1542,West Robert,2/18/2018 11:51,44.97,3.42E+11,39,Urban,,,,,,,
1543,Pattyland,1/12/2018 20:07,17.85,1.72E+12,59,Urban,,,,,,,
1544,West Robert,2/19/2018 0:53,40.64,5.09E+12,39,Urban,,,,,,,
1545,Lake Jonathanshire,2/23/2018 6:10,26.63,5.37E+12,5,Urban,,,,,,,
1546,Raymondhaven,3/31/2018 14:58,7.67,3.68E+12,11,Urban,,,,,,,
1547,New Kimberlyborough,4/24/2018 2:21,37.73,2.21E+12,33,Urban,,,,,,,
1548,North Jasmine,5/8/2018 7:29,18.55,5.68E+12,33,Urban,,,,,,,
1549,Reynoldsfurt,2/9/2018 17:49,21.02,6.20E+12,67,Urban,,,,,,,
1550,West Anthony,3/8/2018 10:33,41.3,1.15E+12,70,Urban,,,,,,,
1551,West Christopherberg,1/30/2018 8:11,16.85,7.34E+12,32,Urban,,,,,,,
1552,Erikaland,2/11/2018 3:01,35.89,1.69E+12,37,Urban,,,,,,,
1553,Port Samanthamouth,2/2/2018 1:57,39.28,2.67E+12,57,Urban,,,,,,,
1554,New Jacobville,4/30/2018 11:44,5.6,3.98E+12,50,Urban,,,,,,,
1555,Huntermouth,3/27/2018 11:50,22.64,9.54E+12,37,Urban,,,,,,,
1556,Joneschester,3/19/2018 1:52,42.74,4.50E+12,39,Urban,,,,,,,
1557,Port Frank,1/15/2018 7:42,30.93,8.73E+12,23,Urban,,,,,,,
1558,Leahton,3/3/2018 1:24,43.44,4.29E+12,17,Urban,,,,,,,
1559,Raymondhaven,2/7/2018 16:19,38.67,8.35E+12,11,Urban,,,,,,,
1560,South Latoya,4/22/2018 12:29,27.54,3.39E+12,10,Urban,,,,,,,
1561,West Ericstad,3/4/2018 12:31,43.98,6.43E+12,25,Urban,,,,,,,
1562,Liumouth,4/12/2018 2:27,10.53,8.95E+12,69,Urban,,,,,,,
1563,Port Johnbury,4/25/2018 0:15,10.26,2.98E+12,3,Urban,,,,,,,
1564,Robertport,4/18/2018 6:58,24.48,4.27E+12,12,Urban,,,,,,,
1565,South Michelleport,4/27/2018 11:18,27.89,3.55E+11,72,Urban,,,,,,,
1566,Grahamburgh,2/16/2018 12:22,30.23,5.12E+12,61,Urban,,,,,,,
1567,Liumouth,4/2/2018 16:53,25.56,9.54E+12,69,Urban,,,,,,,
1568,Grahamburgh,4/10/2018 1:16,37.67,1.45E+12,61,Urban,,,,,,,
1569,Rogerston,2/3/2018 21:09,4.41,1.72E+12,25,Urban,,,,,,,
1570,New Paulville,1/21/2018 20:51,33.47,8.22E+12,44,Urban,,,,,,,
1571,Liumouth,2/28/2018 15:20,30.3,2.08E+12,69,Urban,,,,,,,
1572,Port Frank,2/6/2018 3:34,34.86,3.94E+12,23,Urban,,,,,,,
1573,Loganberg,2/21/2018 18:53,36.21,8.54E+12,23,Urban,,,,,,,
1574,Karenside,3/21/2018 23:26,26.69,7.73E+12,5,Urban,,,,,,,
1575,West Angela,4/14/2018 12:28,39.95,7.95E+12,48,Urban,,,,,,,
1576,West Josephberg,1/31/2018 13:24,38.28,4.20E+12,45,Urban,,,,,,,
1577,West Samuelburgh,2/22/2018 18:15,7.13,2.72E+12,73,Urban,,,,,,,
1578,Lake Danielberg,2/6/2018 19:59,30.31,3.40E+12,19,Urban,,,,,,,
1579,Johnton,1/31/2018 11:17,23.36,3.67E+12,27,Urban,,,,,,,
1580,West Ericstad,1/21/2018 12:14,8.07,7.51E+12,25,Urban,,,,,,,
1581,Lake Scottton,4/18/2018 23:06,4.36,5.84E+12,58,Urban,,,,,,,
